year,cbsa,cbsatitle,category,indicator,value
2002,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.106084868
2003,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.141446486
2004,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.176808104
2005,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.212169737
2006,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.247531354
2007,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.178133324
2008,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.236469999
2009,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",0.070058264
2010,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.029653836
2011,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",0.098067574
2012,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",0.17595835
2013,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.088093705
2014,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",0.047912095
1999,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0
2000,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.000872935
2001,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.001745869
2002,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.002618803
2003,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.003491738
2004,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.004364673
2005,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.005237607
2006,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.006110542
2007,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.091994777
2008,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.068388119
2009,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.042300448
2010,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.286389798
2011,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.019559374
2012,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.16920656
2013,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.193811968
2014,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.488641292
1999,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0
2000,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.008105149
2001,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.016210297
2002,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.024315445
2003,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.032420594
2004,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.040525742
2005,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.04863089
2006,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.056736037
2007,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.14681989
2008,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.192171857
2009,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.236645043
2010,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.246839091
2011,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.166054338
2012,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.197929174
2013,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.311140329
2014,17460,"Cleveland-Elyria, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.575569272
1999,17820,"Colorado Springs, CO",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",0
2000,17820,"Colorado Springs, CO",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.137716487
2001,17820,"Colorado Springs, CO",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.275432974
2002,17820,"Colorado Springs, CO",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.413149476
2003,17820,"Colorado Springs, CO",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.550865948
2004,17820,"Colorado Springs, CO",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.68858242
2005,17820,"Colorado Springs, CO",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.826298952
2006,17820,"Colorado Springs, CO",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.964015424
2007,17820,"Colorado Springs, CO",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.753485262
2008,17820,"Colorado Springs, CO",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.124997079
2009,17820,"Colorado Springs, CO",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.515724301
2010,17820,"Colorado Springs, CO",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.075828426
2011,17820,"Colorado Springs, CO",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.149888203
2012,17820,"Colorado Springs, CO",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.030671487
2013,17820,"Colorado Springs, CO",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.73598665
2014,17820,"Colorado Springs, CO",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.427086651
1999,17820,"Colorado Springs, CO",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0
2000,17820,"Colorado Springs, CO",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.029915174
2001,17820,"Colorado Springs, CO",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.059830349
2002,17820,"Colorado Springs, CO",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.089745529
2003,17820,"Colorado Springs, CO",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.119660698
2004,17820,"Colorado Springs, CO",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.149575874
2005,17820,"Colorado Springs, CO",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.179491058
2006,17820,"Colorado Springs, CO",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.209406227
2007,17820,"Colorado Springs, CO",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.019195136
2008,17820,"Colorado Springs, CO",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.204538405
2009,17820,"Colorado Springs, CO",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.115623564
2010,17820,"Colorado Springs, CO",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.461806804
2011,17820,"Colorado Springs, CO",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.423279524
2012,17820,"Colorado Springs, CO",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.241920739
2013,17820,"Colorado Springs, CO",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.143612668
2014,17820,"Colorado Springs, CO",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.144958779
1999,17820,"Colorado Springs, CO",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0
2000,17820,"Colorado Springs, CO",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.132643342
2001,17820,"Colorado Springs, CO",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.265286684
2002,17820,"Colorado Springs, CO",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.397930026
2003,17820,"Colorado Springs, CO",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.530573368
2004,17820,"Colorado Springs, CO",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.66321671
2005,17820,"Colorado Springs, CO",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.795860052
2006,17820,"Colorado Springs, CO",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.928503394
2007,17820,"Colorado Springs, CO",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.153094977
2008,17820,"Colorado Springs, CO",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.993882
2009,17820,"Colorado Springs, CO",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.355914086
2010,17820,"Colorado Springs, CO",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",1.423851728
2011,17820,"Colorado Springs, CO",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.069707409
2012,17820,"Colorado Springs, CO",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.345647871
2013,17820,"Colorado Springs, CO",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.410041988
2014,17820,"Colorado Springs, CO",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.746791184
1999,17900,"Columbia, SC",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",0
2000,17900,"Columbia, SC",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.06867788
2001,17900,"Columbia, SC",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.13735576
2002,17900,"Columbia, SC",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.206033632
2003,17900,"Columbia, SC",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.274711519
2004,17900,"Columbia, SC",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.343389392
2005,17900,"Columbia, SC",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.412067264
2006,17900,"Columbia, SC",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.480745137
2007,17900,"Columbia, SC",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.710097194
2008,17900,"Columbia, SC",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.656227708
2009,17900,"Columbia, SC",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.350145459
2010,17900,"Columbia, SC",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.117860869
2011,17900,"Columbia, SC",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.309119672
2012,17900,"Columbia, SC",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.480692744
2013,17900,"Columbia, SC",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.449298114
2014,17900,"Columbia, SC",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.466068566
1999,17900,"Columbia, SC",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0
2000,17900,"Columbia, SC",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.012438086
2001,17900,"Columbia, SC",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.024876172
2002,17900,"Columbia, SC",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.037314255
2003,17900,"Columbia, SC",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.049752343
2004,17900,"Columbia, SC",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.062190428
2005,17900,"Columbia, SC",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.07462851
2006,17900,"Columbia, SC",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.087066598
2007,17900,"Columbia, SC",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.203216687
2008,17900,"Columbia, SC",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.203822687
2009,17900,"Columbia, SC",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.080904365
2010,17900,"Columbia, SC",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.060824934
2011,17900,"Columbia, SC",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.008761472
2012,17900,"Columbia, SC",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.018766399
2013,17900,"Columbia, SC",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.050376747
2014,17900,"Columbia, SC",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.135790706
1999,17900,"Columbia, SC",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0
2000,17900,"Columbia, SC",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.046673603
2001,17900,"Columbia, SC",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.093347207
2002,17900,"Columbia, SC",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.140020818
2003,17900,"Columbia, SC",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.186694413
2004,17900,"Columbia, SC",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.233368024
2005,17900,"Columbia, SC",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.280041635
2006,17900,"Columbia, SC",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.326715231
2007,17900,"Columbia, SC",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.296422958
2008,17900,"Columbia, SC",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.127523661
2009,17900,"Columbia, SC",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.104780145
2010,17900,"Columbia, SC",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.186095878
2011,17900,"Columbia, SC",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.21995163
2012,17900,"Columbia, SC",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.157009184
2013,17900,"Columbia, SC",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.204095602
2014,17900,"Columbia, SC",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.109846003
1999,18140,"Columbus, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",0
2000,18140,"Columbus, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.027701216
2001,18140,"Columbus, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.055402432
2002,18140,"Columbus, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.083103649
2003,18140,"Columbus, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.110804863
2004,18140,"Columbus, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.138506085
2005,18140,"Columbus, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.166207299
2006,18140,"Columbus, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.193908513
2007,18140,"Columbus, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.159147292
2008,18140,"Columbus, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.193524688
2009,18140,"Columbus, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.291608483
2010,18140,"Columbus, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.102435246
2011,18140,"Columbus, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.012809272
2012,18140,"Columbus, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.299141288
2013,18140,"Columbus, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.32380411
2014,18140,"Columbus, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.381721914
1999,18140,"Columbus, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0
2000,18140,"Columbus, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.016515236
2001,18140,"Columbus, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.033030473
2002,18140,"Columbus, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.049545709
2003,18140,"Columbus, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.066060945
2004,18140,"Columbus, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.082576185
2005,18140,"Columbus, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.099091418
2006,18140,"Columbus, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.115606658
2007,18140,"Columbus, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.367564559
2008,18140,"Columbus, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.119293205
2009,18140,"Columbus, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.038178384
2010,18140,"Columbus, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.226431146
2011,18140,"Columbus, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.20964703
2012,18140,"Columbus, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.269414097
2013,18140,"Columbus, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.287624359
2014,18140,"Columbus, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.524763703
1999,18140,"Columbus, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0
2000,18140,"Columbus, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.032374363
2001,18140,"Columbus, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.064748727
2002,18140,"Columbus, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.097123086
2003,18140,"Columbus, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.129497454
2004,18140,"Columbus, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.161871821
2005,18140,"Columbus, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.194246173
2006,18140,"Columbus, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.22662054
2007,18140,"Columbus, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.605758727
2008,18140,"Columbus, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.269378513
2009,18140,"Columbus, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.12413381
2010,18140,"Columbus, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.277959377
2011,18140,"Columbus, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.340489298
2012,18140,"Columbus, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.061887763
2013,18140,"Columbus, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.040460117
2014,18140,"Columbus, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",1.407267809
1999,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",0
2000,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.086730286
2001,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.173460573
2002,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.260190845
2003,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.346921146
2004,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.433651417
2005,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.520381689
2006,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.60711199
2007,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.581596851
2008,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.71039325
2009,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.617582619
